question_id,passage_id,score
750,1785,0.28841280937194824
708,2090,0.9885371923446655
708,63:5-8,0.9830988049507141
708,71:5-12,0.9804559946060181
708,9:75-80,0.9788963198661804
708,2250,0.971367359161377
708,9:113-116,0.9697331786155701
708,20,0.9677199721336365
708,3:133-136,0.9660137891769409
708,476,0.9655984044075012
708,1805,0.9642722010612488
708,2091,0.9539764523506165
708,2097,0.9538018107414246
708,1478,0.9432852268218994
708,45:14-15,0.8940852284431458
708,11:1-5,0.8925297856330872
708,40:7-9,0.8861240744590759
708,2105,0.8726887702941895
708,1467,0.8553497195243835
708,4:110-112,0.783368706703186
708,110:1-3,0.7464332580566406
660,-1,0.0
733,14:31-34,0.9307587146759033
733,34:34-39,0.8525813817977905
733,2:25-25,0.6861042976379395
733,2124,0.6357927322387695
733,17:22-30,0.5278838872909546
733,35:1-4,0.37894323468208313
733,29:56-60,0.3072202503681183
733,42:27-31,0.2898804843425751
733,37:40-49,0.2719132900238037
733,89:15-20,0.2608778476715088
733,3:26-27,0.23967325687408447
733,30:33-37,0.16790246963500977
733,1966,0.1592199057340622
733,2:267-269,0.15881969034671783
726,4:110-112,0.9927297234535217
726,1416,0.9911084175109863
726,4:29-30,0.9649775624275208
726,1123,0.9646815061569214
726,1784,0.9627872109413147
726,690,0.9576282501220703
726,66:6-7,0.951064944267273
726,2194,0.9474835395812988
726,37:22-39,0.9370229244232178
726,16:33-34,0.9315255284309387
726,6:151-153,0.9116304516792297
726,17:31-35,0.8121702075004578
726,2:204-207,0.7501587867736816
726,2183,0.7371587753295898
726,1507,0.689670979976654
726,45:14-15,0.6572878956794739
726,11:32-35,0.48379987478256226
726,1728,0.35238003730773926
726,42:37-43,0.3400864601135254
726,6:68-70,0.3268854022026062
706,2:256-256,0.9097601175308228
706,32:18-22,0.8734785914421082
706,2:8-16,0.8323273658752441
706,3:81-83,0.5896130800247192
706,49:14-18,0.4646737277507782
706,49:6-8,0.388143390417099
706,17:9-11,0.3263644278049469
706,24:55-57,0.30713582038879395
706,30:28-32,0.28647252917289734
706,2:284-286,0.2838560938835144
706,4:122-126,0.21600010991096497
706,30:42-45,0.19344349205493927
706,10:104-106,0.1903511881828308
706,4:173-175,0.18729357421398163
706,57:28-29,0.1803913116455078
706,4:131-134,0.1799529641866684
706,8:1-4,0.1718074381351471
706,4:135-136,0.17031440138816833
706,64:7-10,0.16789713501930237
656,934,0.9895596504211426
656,4:25-25,0.9840428233146667
656,58:1-4,0.980801522731781
656,33:28-31,0.9790334105491638
656,4:15-16,0.97405606508255
656,4:22-24,0.9655821323394775
656,24:32-34,0.9614496827125549
656,4:34-35,0.9120092391967773
656,4:19-21,0.899940013885498
656,24:1-3,0.8471807837486267
656,1862,0.8182882070541382
656,33:53-55,0.7887051701545715
656,1883,0.7777717113494873
656,1882,0.7195191979408264
656,2:231-232,0.6878272294998169
656,65:1-3,0.6742437481880188
656,4:128-130,0.6155102849006653
656,66:1-5,0.5649811029434204
656,60:10-11,0.4542771875858307
656,11:77-83,0.4199139177799225
654,24,0.9912548065185547
654,66:9-9,0.9832495450973511
654,9:73-74,0.9811951518058777
654,2229,0.9804352521896362
654,2:190-194,0.979413628578186
654,9:122-123,0.9756445288658142
654,2:216-218,0.9618145823478699
654,4:77-79,0.9610636830329895
654,8:45-49,0.9584968090057373
654,4:74-76,0.9560685157775879
654,9:12-16,0.9544439911842346
654,8:55-61,0.9412327408790588
654,9:28-29,0.9389120936393738
654,2:246-246,0.938171923160553
654,4:94-94,0.9347886443138123
654,104,0.9346027970314026
654,60:8-9,0.879675567150116
654,4:80-84,0.8774591088294983
654,1227,0.8354372382164001
654,4:90-91,0.7763547897338867
716,2:183-186,0.9816200733184814
716,926,0.9683344960212708
716,933,0.964099645614624
716,2:187-187,0.9309468269348145
716,36,0.9117063879966736
716,2:238-239,0.8385419845581055
716,961,0.8011914491653442
716,602,0.5494756698608398
716,940,0.4960678219795227
716,968,0.4366961419582367
716,966,0.425533264875412
716,970,0.3758678734302521
716,953,0.3684675097465515
716,944,0.3436495065689087
716,939,0.2847300171852112
716,812,0.2824476361274719
716,1674,0.24121925234794617
716,2172,0.22058464586734772
716,623,0.20403887331485748
716,931,0.16580013930797577
664,2:154-157,0.9375513792037964
664,3:156-158,0.8381657004356384
664,4:97-100,0.7458063960075378
664,6:12-18,0.7248495221138
664,1461,0.7238040566444397
664,62:5-8,0.6235674023628235
664,1989,0.5456966161727905
664,2:243-245,0.5380964875221252
664,1456,0.5031936168670654
664,3:185-186,0.3974267840385437
664,1975,0.32176899909973145
664,6:60-62,0.29441484808921814
664,3:137-144,0.29091402888298035
664,39:42-44,0.2908788323402405
664,1973,0.23934151232242584
664,32:10-14,0.22879710793495178
664,46:33-35,0.21766285598278046
664,4:77-79,0.21262958645820618
664,1749,0.18240027129650116
664,1463,0.17197321355342865
655,43:36-39,0.9840091466903687
655,4:36-40,0.928983211517334
655,1965,0.6353005766868591
655,3:28-30,0.42482224106788635
655,21:42-44,0.26071494817733765
655,2065,0.258394718170166
655,1940,0.24440941214561462
728,41:49-52,0.9899000525474548
728,476,0.9723076820373535
728,612,0.9713061451911926
728,2098,0.9548206925392151
728,2104,0.9535277485847473
728,7:54-56,0.9466361999511719
728,559,0.8778845071792603
728,2105,0.8603156805038452
728,477,0.8440728783607483
728,2097,0.7970181703567505
728,1765,0.7022495269775391
728,699,0.5877047777175903
728,40:13-20,0.5383831858634949
728,40:59-60,0.4988638460636139
728,475,0.4953097701072693
728,71:5-12,0.45470181107521057
728,596,0.3994506299495697
728,2090,0.2697649896144867
728,39:6-8,0.20568683743476868
701,7:31-34,0.33011099696159363
701,1115,0.29747578501701355
701,995,0.29041606187820435
701,17:31-35,0.16924674808979034
707,6:27-32,0.980667233467102
707,10:24-25,0.9790913462638855
707,53:42-56,0.9754490256309509
707,45:23-26,0.9374709129333496
707,92:12-21,0.9336545467376709
707,23:31-41,0.9290225505828857
707,29:19-23,0.9232431054115295
707,34:46-47,0.7971001863479614
707,16:19-23,0.7904587984085083
707,3:185-186,0.7863090634346008
707,41:30-32,0.7776632308959961
707,67:1-5,0.7110942602157593
707,75:1-15,0.6214264631271362
707,2222,0.6168426871299744
707,41:9-12,0.5442955493927002
707,10:3-6,0.5158453583717346
707,14:19-20,0.4861786365509033
707,1368,0.38944393396377563
707,6:132-135,0.3355257511138916
707,56:57-62,0.3167630434036255
672,2032,0.9802187085151672
672,2031,0.9608275890350342
672,702,0.9477744698524475
672,2:233-233,0.9366471171379089
672,1927,0.9191871881484985
672,31:14-15,0.88916015625
672,46:15-18,0.849594235420227
672,17:31-35,0.8440930843353271
672,1115,0.835708498954773
672,2065,0.8347554802894592
672,6:151-153,0.8094187378883362
672,1746,0.7150959968566895
672,19:16-33,0.6543657779693604
672,658,0.6444494724273682
672,52:17-28,0.5878053903579712
672,29:8-9,0.48693928122520447
672,33:4-6,0.4306797683238983
672,19:12-15,0.4224568009376526
672,4:127-127,0.29650479555130005
672,1855,0.2247263789176941
712,73:1-9,0.9928368926048279
712,2099,0.15761496126651764
719,29:8-9,0.9950711727142334
719,31:14-15,0.9949764013290405
719,2:180-182,0.9947853684425354
719,46:15-18,0.9947760105133057
719,6:151-153,0.9947376847267151
719,17:22-30,0.9929236173629761
719,702,0.9920733571052551
719,4:36-40,0.9758314490318298
719,28,0.971741259098053
719,2181,0.9489063024520874
719,33:4-6,0.9406397342681885
719,58:22-22,0.9274123311042786
719,1551,0.9093591570854187
719,1178,0.9076568484306335
719,4:7-10,0.9051772356033325
719,9:23-24,0.807244598865509
719,2:233-233,0.7936583757400513
719,2:83-86,0.7584525942802429
719,2025,0.715101420879364
719,2:215-215,0.5546699166297913
673,1324,0.2785682678222656
673,1395,0.2674676775932312
673,69:25-37,0.1756453514099121
673,50:20-35,0.17316514253616333
734,30:33-37,0.8731105923652649
734,39:49-52,0.8254052996635437
734,34:34-39,0.8082542419433594
734,14:31-34,0.6367426514625549
734,56:81-87,0.3641861081123352
734,67:13-15,0.36127912998199463
734,16:73-76,0.3521747887134552
734,35:1-4,0.3318082392215729
734,16:70-72,0.3232625722885132
734,63:9-11,0.291374146938324
734,42:27-31,0.28871139883995056
734,34:24-27,0.27693086862564087
734,29:56-60,0.2708909511566162
734,51:15-23,0.2103012055158615
734,39:38-40,0.1972479522228241
734,3:26-27,0.16657114028930664
734,28:81-84,0.15194182097911835
727,1509,0.8448330163955688
727,3:159-160,0.6074725389480591
727,2041,0.5440150499343872
727,1506,0.27569037675857544
727,4:36-40,0.15156720578670502
710,70:19-21,0.6252429485321045
710,96:6-8,0.18006198108196259
650,2:135-138,0.2341955155134201
650,30:28-32,0.2241048812866211
650,11:118-119,0.21378576755523682
650,5:18-19,0.15502527356147766
650,4:1-1,0.15241506695747375
658,1948,0.9912125468254089
658,290,0.9910904169082642
658,2007,0.9908930063247681
658,1949,0.989646852016449
658,1959,0.9880428314208984
658,5:90-93,0.9870529770851135
658,1690,0.9845699667930603
658,1056,0.9759540557861328
658,1945,0.9719088077545166
658,7:31-34,0.9474925398826599
658,1958,0.9442574977874756
658,1946,0.9125787019729614
658,1753,0.8166630268096924
658,4:43-43,0.6979082822799683
658,2:219-219,0.6875323057174683
658,49,0.6628655791282654
658,5:1-2,0.6363379955291748
658,71,0.4919276535511017
658,16:114-119,0.32608088850975037
658,2183,0.2870829403400421
717,13:28-29,0.3978268504142761
717,2044,0.33842265605926514
717,301,0.25747227668762207
717,42:23-26,0.25630125403404236
717,3:159-160,0.20861327648162842
717,4:131-134,0.1846572607755661
717,10:62-64,0.17359395325183868
717,6:12-18,0.15390165150165558
730,1144,0.9375419616699219
730,17:31-35,0.8531383872032166
730,2:178-179,0.8449146151542664
730,2:190-194,0.7481023669242859
730,42:37-43,0.7436785697937012
730,6:151-153,0.6755408048629761
730,1507,0.6188611388206482
730,30,0.4197949171066284
730,5:7-8,0.3844155967235565
730,22:38-41,0.35252681374549866
730,4:31-31,0.30184799432754517
730,60:8-9,0.29245296120643616
730,4:29-30,0.1968921571969986
730,1416,0.1541421115398407
731,28:81-84,0.9854646325111389
731,37:40-49,0.9815257787704468
731,18:45-46,0.9759653806686401
731,10:24-25,0.9740864038467407
731,17:18-21,0.9532698392868042
731,42:20-22,0.9434973001480103
731,57:18-21,0.9349737763404846
731,20:128-132,0.7928921580314636
731,3:145-148,0.7488815188407898
731,3:14-17,0.6000403761863708
731,2:25-25,0.5929948091506958
731,22:14-15,0.5302095413208008
731,92:12-21,0.4721335768699646
731,3:196-198,0.46837472915649414
731,3:116-117,0.4467822313308716
731,2:94-96,0.4197775423526764
731,38:49-54,0.4026491940021515
731,2112,0.39382508397102356
731,77:41-44,0.30303874611854553
731,3:185-186,0.2855624258518219
675,3:18-20,0.9155228137969971
675,8,0.8837475776672363
675,2:256-256,0.8665049076080322
675,49:14-18,0.7148968577384949
675,2:135-138,0.6792052984237671
675,3:81-83,0.3138890266418457
675,11,0.2920740842819214
675,57:28-29,0.2626231014728546
675,16,0.2465915083885193
675,4:64-65,0.24657072126865387
675,6:161-163,0.21795448660850525
675,58:22-22,0.18916398286819458
675,49:6-8,0.17834527790546417
675,4:135-136,0.16885916888713837
715,10:104-106,0.6563073396682739
715,2:21-22,0.5102800726890564
715,39:11-20,0.43085795640945435
715,39:1-5,0.27550607919692993
715,16:73-76,0.20687705278396606
715,16:35-40,0.18308158218860626
715,1453,0.15136942267417908
745,702,0.16208848357200623
746,7:11-18,0.9891835451126099
746,18:50-53,0.9776730537414551
746,17:61-65,0.9499731659889221
746,1397,0.914177417755127
746,36:59-68,0.8839436173439026
746,4:117-121,0.7780108451843262
746,26:90-104,0.6997968554496765
746,7:26-27,0.6252201795578003
746,34:20-23,0.6143264770507812
746,20:115-122,0.5897011160850525
746,55:14-16,0.43963131308555603
746,7:175-178,0.27408352494239807
746,14:21-23,0.2737099230289459
746,2:34-39,0.2680564820766449
746,36:77-83,0.24380961060523987
746,7:19-25,0.23399618268013
746,2:168-169,0.2108156532049179
746,6:100-105,0.19765697419643402
746,35:5-8,0.19423417747020721
746,31:10-11,0.19328545033931732
669,892,0.9762391448020935
669,994,0.9754094481468201
669,6:145-147,0.9608103036880493
669,1935,0.9436743259429932
669,765,0.9423274993896484
669,5:3-3,0.9418134689331055
669,6:118-121,0.9278212189674377
669,1031,0.904551088809967
669,1074,0.8542773723602295
669,894,0.8280135989189148
669,1437,0.6430507302284241
669,5:1-2,0.6098189949989319
669,16:114-119,0.559217095375061
669,2:172-173,0.5482199788093567
669,1591,0.523935079574585
669,1142,0.46805524826049805
669,91:11-15,0.37087929248809814
669,891,0.3432651162147522
669,1322,0.33283892273902893
669,16:1-9,0.2603503167629242
671,1021,0.9905481934547424
671,9:128-129,0.6073079705238342
671,49:6-8,0.4220903813838959
671,33:42-48,0.3475515842437744
671,48:8-9,0.32083892822265625
671,57:28-29,0.3141891360282898
671,33:21-24,0.20575496554374695
671,59:6-7,0.20318882167339325
671,48:27-29,0.17548321187496185
671,62:1-4,0.15826626121997833
659,21:91-91,0.9379644393920898
659,22:1-2,0.6600740551948547
659,1995,0.5488585829734802
659,46:15-18,0.40758487582206726
659,35:9-11,0.1782711148262024
659,80:17-23,0.15770915150642395
659,65:4-7,0.15580661594867706
667,2:130-134,0.987014651298523
667,38:45-48,0.9816846251487732
667,37:99-113,0.9753035306930542
667,14:35-41,0.9684281349182129
667,12:4-6,0.9604624509811401
667,6:84-90,0.954854428768158
667,21:69-73,0.9458357691764832
667,29:24-27,0.9405908584594727
667,12:81-87,0.9198447465896606
667,12:67-68,0.9016226530075073
667,46:15-18,0.8996286392211914
667,11:69-76,0.8871248364448547
667,31:14-15,0.868635356426239
667,19:41-50,0.8460148572921753
667,12:97-101,0.834955632686615
667,19:1-11,0.7691053748130798
667,12:11-15,0.5657111406326294
667,18:78-82,0.5320218801498413
667,19:12-15,0.5204460620880127
667,12:58-62,0.5100988149642944
704,2:8-16,0.9926585555076599
704,3:110-115,0.39228132367134094
704,1520,0.3375757038593292
704,72:14-17,0.19034072756767273
704,1395,0.1852911114692688
704,2:109-110,0.17322492599487305
662,1158,0.99424147605896
662,1941,0.9858280420303345
662,4:94-94,0.9594301581382751
662,31:16-19,0.9466733336448669
662,663,0.9333177804946899
662,4:34-35,0.643807590007782
662,45,0.46605828404426575
662,4:31-31,0.21109186112880707
662,2041,0.19021746516227722
714,16:73-76,0.9754664897918701
714,2:21-22,0.9715696573257446
714,6:164-165,0.9415354132652283
714,29:16-18,0.9412421584129333
714,39:1-5,0.7809864282608032
714,4:116-116,0.6037193536758423
714,16:51-55,0.4942278265953064
714,40:61-66,0.22174815833568573
714,1:5-6,0.1924874186515808
714,2138,0.16302530467510223
748,1941,0.3588272035121918
748,2024,0.19009602069854736
725,37:22-39,0.9919671416282654
725,44:17-33,0.9907774925231934
725,2049,0.9845054745674133
725,1416,0.9801024794578552
725,2194,0.9780820608139038
725,45,0.973199725151062
725,6:53-58,0.9715858101844788
725,42:37-43,0.95359206199646
725,32:18-22,0.9494615793228149
725,2:159-162,0.9472395181655884
725,5:32-34,0.9224053621292114
725,1210,0.8932356238365173
725,3:21-22,0.8781980276107788
725,2050,0.8684675693511963
725,4:29-30,0.8567689657211304
725,4:31-31,0.8179035782814026
725,74:38-48,0.7982957363128662
725,5:38-40,0.6353927254676819
725,2:58-59,0.6291623711585999
725,4:110-112,0.6256752014160156
722,7:199-203,0.8760923743247986
722,7:146-147,0.5966817736625671
722,80:1-16,0.5471823215484619
722,21:1-10,0.4817201495170593
722,36:1-12,0.46702492237091064
722,4:101-103,0.3517431318759918
722,59:18-20,0.2873643934726715
722,18:23-24,0.2375667691230774
722,616,0.22652535140514374
722,6:68-70,0.17294526100158691
722,96:9-19,0.16462092101573944
722,1834,0.16301578283309937
724,8:45-49,0.9947913885116577
724,3:121-129,0.9888592958450317
724,9:38-40,0.9737581610679626
724,22:38-41,0.969241738319397
724,8:72-75,0.9626769423484802
724,22:14-15,0.951901376247406
724,1238,0.935973048210144
724,4:71-73,0.9280211925506592
724,3:145-148,0.8879154920578003
724,9:25-27,0.8855389952659607
724,3:10-13,0.7902011871337891
724,1262,0.7301635146141052
724,9:41-41,0.722096860408783
724,3:159-160,0.7022010684013367
724,47:1-6,0.6833092570304871
724,4:77-79,0.6068735718727112
724,8:55-61,0.5632216930389404
724,3:166-168,0.5006874799728394
724,8:15-16,0.44783371686935425
724,9:12-16,0.41405972838401794
742,16:125-128,0.9947853684425354
742,2245,0.9940440058708191
742,2210,0.9937188625335693
742,8:45-49,0.9924206137657166
742,753,0.9905883073806763
742,2060,0.9880123138427734
742,46:33-35,0.9793511629104614
742,11:112-115,0.9777736067771912
742,39:9-10,0.9773197174072266
742,1288,0.9749582409858704
742,657,0.9671556353569031
742,8:62-66,0.9575476050376892
742,3:145-148,0.9552512764930725
742,41:33-36,0.9524819850921631
742,13:18-24,0.9523664116859436
742,2:154-157,0.95201575756073
742,16:41-42,0.9337308406829834
742,16:94-97,0.9249215126037598
742,103:1-3,0.8975346088409424
742,1283,0.8865547180175781
652,4:15-16,0.6864964962005615
652,24:32-34,0.5380154252052307
652,934,0.48523062467575073
652,4:34-35,0.3820444345474243
652,11:77-83,0.3503251373767853
652,58:1-4,0.3410489559173584
652,4:25-25,0.31550684571266174
652,33:28-31,0.2846742570400238
652,66:1-5,0.21175558865070343
652,4:22-24,0.21098533272743225
652,12:30-32,0.20452891290187836
652,4:127-127,0.19371703267097473
652,4:19-21,0.17695654928684235
652,33:53-55,0.16162367165088654
652,42:47-50,0.1593332290649414
652,4:1-1,0.15459467470645905
614,4:58-59,0.9616197347640991
614,4:64-65,0.9165347218513489
614,2230,0.7306423187255859
614,2212,0.7055442929267883
614,42:13-15,0.3684845268726349
614,2231,0.253055214881897
614,4:80-84,0.2526102662086487
614,24:62-64,0.16883160173892975
614,45:16-20,0.16358233988285065
713,2:21-22,0.9902004599571228
713,39:11-20,0.989316999912262
713,39:1-5,0.9730463027954102
713,29:16-18,0.924919068813324
713,16:73-76,0.890944242477417
713,22:77-78,0.885083794593811
713,1:5-6,0.8149943351745605
713,10:3-6,0.4472443461418152
713,4:131-134,0.4154641330242157
713,710,0.38430851697921753
713,1:1-4,0.35194212198257446
713,6:161-163,0.31107497215270996
713,6:164-165,0.2845923900604248
713,40:61-66,0.24951130151748657
713,601,0.2243727594614029
713,34:1-2,0.21542251110076904
713,7:180-180,0.1919250190258026
713,709,0.17325368523597717
713,45:36-37,0.1581743359565735
747,607,0.9823207855224609
747,551,0.7911510467529297
747,544,0.6581429243087769
747,421,0.5573769807815552
747,362,0.5548387765884399
747,43,0.374582439661026
747,614,0.28625553846359253
747,2:238-239,0.16912612318992615
657,416,0.9637178778648376
657,2:238-239,0.9369977116584778
657,2:151-153,0.933914303779602
657,31:1-5,0.7117933630943298
744,982,0.9951213002204895
744,983,0.9949353337287903
744,981,0.9947078227996826
744,980,0.9903595447540283
744,33,0.9794700741767883
744,97:1-5,0.9766712784767151
744,46,0.9666915535926819
744,984,0.8840525150299072
744,930,0.19062663614749908
665,24:32-34,0.7767143249511719
665,2:220-221,0.6921608448028564
665,4:25-25,0.6875173449516296
665,60:10-11,0.6784173846244812
665,66:1-5,0.6445382237434387
665,1862,0.5965060591697693
665,58:1-4,0.5301558375358582
665,900,0.5252899527549744
665,4:34-35,0.5087824463844299
665,33:28-31,0.4601932466030121
665,4:22-24,0.41542136669158936
665,24:1-3,0.38705974817276
665,4:19-21,0.3520949184894562
665,4:127-127,0.3486604690551758
665,1861,0.3247619867324829
665,4:1-1,0.3011986315250397
665,2:231-232,0.2962142825126648
665,33:53-55,0.2791915535926819
665,4:15-16,0.20836244523525238
665,4:128-130,0.20778293907642365
651,3:18-20,0.9325959086418152
651,29:46-47,0.46954330801963806
651,53,0.34620538353919983
651,3:81-83,0.17465157806873322
651,16:125-128,0.1622561663389206
709,1520,0.3560715317726135
709,36:20-27,0.34219565987586975
709,1966,0.24312198162078857
737,18:7-8,0.578565776348114
737,84:16-25,0.5053170323371887
737,54:51-55,0.48942142724990845
737,68:34-41,0.3805873990058899
737,67:1-5,0.3600938022136688
737,51:15-23,0.347761869430542
737,68:1-4,0.22969689965248108
737,39:32-37,0.15620478987693787
720,17:9-11,0.9884174466133118
720,45:14-15,0.9864069819450378
720,42:20-22,0.9803839325904846
720,30:42-45,0.9801760315895081
720,18:29-31,0.9727082848548889
720,45:21-22,0.9631019234657288
720,1975,0.9542353749275208
720,35:5-8,0.9511876702308655
720,9:53-55,0.9377868175506592
720,16:94-97,0.923405110836029
720,23:51-61,0.9224854707717896
720,2125,0.8658117055892944
720,28:60-67,0.8545681834220886
720,92:12-21,0.740362823009491
720,688,0.7078502178192139
720,32:18-22,0.6244465112686157
720,28:81-84,0.49247926473617554
720,63:9-11,0.4921102523803711
720,41:33-36,0.4295555353164673
738,1123,0.9815194606781006
738,48:5-7,0.7670092582702637
738,6:27-32,0.2717861533164978
738,57:18-21,0.26363709568977356
711,14:9-12,0.9245808124542236
711,992,0.912031352519989
711,10:94-97,0.9086340069770813
711,44:9-16,0.6487538814544678
711,10:104-106,0.5041810870170593
711,1287,0.3769718110561371
711,34:48-54,0.3050284683704376
711,52:29-31,0.24803918600082397
711,102:5-8,0.24146316945552826
711,40:34-35,0.1869858056306839
670,35:12-14,0.6726237535476685
670,1455,0.5085937976837158
670,25:45-55,0.2807440757751465
670,123,0.21961328387260437
700,4:131-134,0.9302632808685303
700,50,0.9295012950897217
700,5:9-10,0.7819600105285645
700,4:122-126,0.7404252886772156
700,1,0.7121123671531677
700,3:145-148,0.5957279801368713
700,39:11-20,0.5907505750656128
700,18:107-108,0.5792450904846191
700,42:20-22,0.410690575838089
700,7:42-43,0.36164528131484985
700,30:42-45,0.2866677939891815
700,42:23-26,0.2663949728012085
700,1975,0.2526251971721649
700,16:94-97,0.17667987942695618
743,49:1-5,0.4069713354110718
